"Title","Date","Location","Price","Bedrooms","Link","Zipcode"
"ALLURING MANHATTAN SKYLINE_____WATER VIEWS____FLOOR TO CEILING WINDOWS","Dec 22"," (Downtown)","$2888","
                    1br -
                ","https://newyork.craigslist.org/brk/nfb/d/brooklyn-alluring-manhattan/6778698987.html","11201"
"City skyline views, On-site garage parking, 24-hour concierge service","Dec 22","character(0)","$2695","
                    445ft2 -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-city-skyline-views-on-site/6756246872.html","11201"
"No Fee Studio, Gym, Pool, garage, laundry","Dec 22"," (Downtown Brooklyn)","$2550","character(0)","https://newyork.craigslist.org/brk/abo/d/brooklyn-no-fee-studio-gym-pool-garage/6778451608.html","11201"
"Dumbo Border 750 Sq ft No Fee 1 Bed- W/D in Unit","Dec 22"," (Dumbo/Downtown Borders)","$3339","
                    1br -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-dumbo-border-750-sq-ft-no-fee/6778469597.html","11201"
"Brand New 1 Bed, Free Rent+No Brokers Fee+No Amenity Fee!!!","Dec 22"," (Brooklyn)","$2886","
                    1br -
                    650ft2 -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-brand-new-1-bed-free-rentno/6778449690.html","11201"
"Sliding Barn Doors, On-site Garage Parking, 24-Hour Concierge Service","Dec 22","character(0)","$4170","
                    2br -
                    791ft2 -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-sliding-barn-doors-on-site/6761455896.html","11201"
"Sun-filled 1-BR with Balcony","Dec 21"," (Boerum Hill)","$2850","
                    1br -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-sun-filled-1-br-with-balcony/6772994786.html","11201"
"33 Bond Street - 2BD/2BTH","Dec 21"," (Downtown Brooklyn)","$4457","
                    2br -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-33-bond-street-2bd-2bth/6771176607.html","11201"
"33 Bond Street - 1BR/1BTH","Dec 21"," (Downtown Brooklyn)","$3777","
                    1br -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-33-bond-street-1br-1bth/6759586248.html","11201"
"33 Bond Street - Studio","Dec 21"," (Brooklyn)","$2658","character(0)","https://newyork.craigslist.org/brk/abo/d/brooklyn-33-bond-street-studio/6759121579.html","11201"
"33 Bond Street - Studio","Dec 21"," (Downtown Brooklyn)","$2457","character(0)","https://newyork.craigslist.org/brk/abo/d/brooklyn-33-bond-street-studio/6761431697.html","11201"
"Brand New 1 Bed, Free Rent+No Brokers Fee+No Amenity Fee!!!","Dec 21"," (Brooklyn)","$3425","
                    1br -
                    650ft2 -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-brand-new-1-bed-free-rentno/6777643478.html","11201"
"Lowest Gross Priced Studio Downtown Bk","Dec 21"," (Downtown Brooklyn)","$2649","character(0)","https://newyork.craigslist.org/brk/abo/d/brooklyn-lowest-gross-priced-studio/6777641799.html","11201"
"2 Bed /1 Bath No Fee Dream Home, W/D in Unit","Dec 21"," (brooklyn)","$3949","
                    2br -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-2-bed-1-bath-no-fee-dream-home/6777640586.html","11201"
"Brand New 1 Bed, Free Rent+No Brokers Fee+No Amenity Fee!!!","Dec 21"," (Brooklyn)","$2886","
                    1br -
                    650ft2 -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-brand-new-1-bed-free-rentno/6777639151.html","11201"
"Brand New 1 Bed, Free Rent+No Brokers Fee+No Amenity Fee!!!","Dec 21"," (Brooklyn)","$3425","
                    1br -
                    650ft2 -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-brand-new-1-bed-free-rentno/6777643175.html","11201"
"Brand New 1 Bed, Free Rent+No Brokers Fee+No Amenity Fee!!!","Dec 21"," (Brooklyn)","$3425","
                    1br -
                    650ft2 -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-brand-new-1-bed-free-rentno/6777638102.html","11201"
"Lowest Gross Priced No Fee 1 Bed Downtown Bk","Dec 21"," (Downtown Brooklyn)","$2749","
                    1br -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-lowest-gross-priced-no-fee-1/6777640193.html","11201"
"No Fee Studio, Gym, Pool, Garage,","Dec 21"," (Downtown Brooklyn)","$2495","character(0)","https://newyork.craigslist.org/brk/abo/d/brooklyn-no-fee-studio-gym-pool-garage/6777642270.html","11201"
"Lowest Gross Priced Studio Downtown Bk","Dec 21"," (Downtown Brooklyn)","$2395","
                    501ft2 -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-lowest-gross-priced-studio/6777641933.html","11201"
"1 Bed Lux dream, NO Fee+FREE Rent, Huge Gym, No Amenity Fees","Dec 21"," (Brooklyn)","$3590","
                    1br -
                    650ft2 -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-1-bed-lux-dream-no-feefree/6777637718.html","11201"
"Brand New 1 Bed, Free Rent+No Brokers Fee+No Amenity Fee!!!","Dec 21"," (Brooklyn)","$3425","
                    1br -
                    650ft2 -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-brand-new-1-bed-free-rentno/6777642592.html","11201"
"Sexy Dumbo 2 Bed $FREE Rent+No FEE$ Huge Windows, No Fee","Dec 20"," (brooklyn)","$4892","
                    2br -
                    920ft2 -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-sexy-dumbo-2-bed-free-rentno/6777251265.html","11201"
"Sunny 2bd 1bath with W/D and floor to ceiling windows in each room","Dec 20"," (Downtown Brooklyn)","$4650","
                    2br -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-sunny-2bd-1bath-with-d-and/6777241150.html","11201"
"Luxury 1 Bed Downttown Bk/ Free Rent, No Amenity Fees. W/D in Unit - $","Dec 20"," (Downtown Brooklyn)","$3490","
                    1br -
                    915ft2 -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-luxury-1-bed-downttown-bk-free/6777252653.html","11201"
"Brand New 1 Bed, Free Rent+No Brokers Fee+No Amenity Fee!!!","Dec 20"," (Brooklyn)","$3425","
                    1br -
                    650ft2 -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-brand-new-1-bed-free-rentno/6777257810.html","11201"
"Brand New 1 Bed, Free Rent+No Brokers Fee+No Amenity Fee!!!","Dec 20"," (Brooklyn)","$3425","
                    1br -
                    650ft2 -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-brand-new-1-bed-free-rentno/6777254977.html","11201"
"Lowest Gross Priced Studio Downtown Bk","Dec 20"," (Downtown Brooklyn)","$2490","character(0)","https://newyork.craigslist.org/brk/abo/d/brooklyn-lowest-gross-priced-studio/6777254287.html","11201"
"$$FREE RENT$$ Fort Green STUDIO, No Fee, Huge Gym, No Amenity fees","Dec 20"," (GOWANUS)","$2849","
                    501ft2 -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-free-rent-fort-green-studio-no/6777250335.html","11201"
"Charming 1 Bed, Private Backyard, Steps to Atlantic Terminal NO FEE!","Dec 19"," (Boerum Hill)","$2600","
                    1br -
                ","https://newyork.craigslist.org/brk/nfb/d/brooklyn-charming-1-bed-private/6776757676.html","11201"
"2 MONTHS FREE RENT * HIGH CEILINGS * W/D * WIC * TONS OF NATURAL LIGHT","Dec 19"," (BOERUM HILL)","$4457","
                    2br -
                ","https://newyork.craigslist.org/brk/nfb/d/2-months-free-rent-high-ceilings-d-wic/6776627669.html","11201"
"FLEX 2-BR + W/D + FLOOR TO CEILING WALLS - LUXURY AMENITIES INCLUDED","Dec 19"," (Fort Greene)","$2795","
                    2br -
                ","https://newyork.craigslist.org/brk/nfb/d/brooklyn-flex-2-br-d-floor-to-ceiling/6776627510.html","11201"
"HUGE PRIVATE TERRACE | MONTH FREE RENT | BREAKFAST BAR | NATURAL LIGHT","Dec 19"," (BOERUM HILL)","$2658","character(0)","https://newyork.craigslist.org/brk/nfb/d/huge-private-terrace-month-free-rent/6776627386.html","11201"
"Remarkable 2 bedroom 2 bath Incredible City Views! Rooftop & Garden","Dec 19"," (Brooklyn Heights)","$4495","
                    2br -
                    810ft2 -
                ","https://newyork.craigslist.org/brk/fee/d/new-york-city-remarkable-2-bedroom-2/6776495327.html","11201"
"Charming 1 Bed, Private Backyard, Steps to Atlantic Terminal NO FEE!","Dec 19"," (Boerum Hill)","$2600","
                    1br -
                ","https://newyork.craigslist.org/brk/nfb/d/brooklyn-charming-1-bed-private/6776130554.html","11201"
"LARGE GORGEOUS LAYOUT + W/D + FLOOR TO CEILING WINDOWS + HUGE CLOSETS","Dec 18"," (BOERUM HILL)","$4185","
                    2br -
                ","https://newyork.craigslist.org/brk/nfb/d/large-gorgeous-layout-d-floor-to/6775867998.html","11201"
"Homerun on Henry St.! (1bed,1bath BEST deal!)","Dec 18"," (Brooklyn Heights)","$2250","
                    1br -
                ","https://newyork.craigslist.org/brk/fee/d/brooklyn-homerun-on-henry-st-1bed1bath/6775513730.html","11201"
"Charming 1 Bed, Private Backyard, Steps to Atlantic Terminal NO FEE!","Dec 18"," (Boerum Hill)","$2600","
                    1br -
                ","https://newyork.craigslist.org/brk/nfb/d/brooklyn-charming-1-bed-private/6775406795.html","11201"
"* HUGE 1 BEDROOM* , FULL SERVICE LUXURY BROOKLYN HEIGHTS BUILDING!","Dec 17"," (Brooklyn Heights)","$3374","
                    1br -
                ","https://newyork.craigslist.org/brk/nfb/d/brooklyn-huge-1-bedroom-full-service/6775067314.html","11201"
"NEW PRICE! The Columbia Boss is Back! (1bed,1ba)","Dec 17"," (Brooklyn Heights)","$2795","
                    1br -
                    700ft2 -
                ","https://newyork.craigslist.org/brk/fee/d/brooklyn-new-price-the-columbia-boss-is/6775009118.html","11201"
"Unreal 2-bed, 2bath Deal w/ amazing City Views! (110 Livingston)","Dec 17"," (Brooklyn Heights)","$5037","
                    2br -
                ","https://newyork.craigslist.org/brk/nfb/d/brooklyn-unreal-2-bed-2bath-deal/6774829748.html","11201"
"Charming 1 Bed, Private Backyard, Steps to Atlantic Terminal NO FEE!","Dec 17"," (Boerum Hill)","$2600","
                    1br -
                ","https://newyork.craigslist.org/brk/nfb/d/brooklyn-charming-1-bed-private/6774589327.html","11201"
"WONT LAST____NEWLY CONSTRUCTED______FLOOR TO CEILING WINDOWS_____LOTS","Dec 16"," (Downtown)","$4457","
                    3br -
                ","https://newyork.craigslist.org/brk/nfb/d/brooklyn-wont-lastnewly/6774167919.html","11201"
"ALLURING MANHATTAN SKYLINE_____WATER VIEWS____FLOOR TO CEILING WINDOWS","Dec 16"," (Downtown)","$3112","
                    1br -
                ","https://newyork.craigslist.org/brk/nfb/d/brooklyn-alluring-manhattan/6774144464.html","11201"
"Charming 1 Bed, Private Backyard, Steps to Atlantic Terminal NO FEE!","Dec 16"," (Boerum Hill)","$2600","
                    1br -
                ","https://newyork.craigslist.org/brk/nfb/d/brooklyn-charming-1-bed-private/6773921155.html","11201"
"Charming 1 Bed, Private Backyard, Steps to Atlantic Terminal NO FEE!","Dec 15"," (Boerum Hill)","$2600","
                    1br -
                ","https://newyork.craigslist.org/brk/nfb/d/brooklyn-charming-1-bed-private/6773733006.html","11201"
"Charming 1 Bed, Private Backyard, Steps to Atlantic Terminal NO FEE!","Dec 15"," (Boerum Hill)","$2600","
                    1br -
                ","https://newyork.craigslist.org/brk/nfb/d/brooklyn-charming-1-bed-private/6773260734.html","11201"
"Charming 1 Bed, Private Backyard, Steps to Atlantic Terminal NO FEE!","Dec 15"," (Boerum Hill)","$2600","
                    1br -
                ","https://newyork.craigslist.org/brk/nfb/d/brooklyn-charming-1-bed-private/6773099523.html","11201"
"Remarkable 2 Bed 2 Bath with High Ceilings Double Exposure and Great N","Dec 14"," (Brooklyn Heights)","$4795","
                    2br -
                    925ft2 -
                ","https://newyork.craigslist.org/brk/fee/d/brooklyn-remarkable-2-bed-2-bath-with/6772778716.html","11201"
"~ 1 BEDROOM ~ BRAND NEW Luxury Building / / / DOWNTOWN BROOKLYN! \ \ \","Dec 14"," (Downtown Brooklyn)","$2679","
                    1br -
                ","https://newyork.craigslist.org/brk/nfb/d/brooklyn-1-bedroom-brand-new-luxury/6772485191.html","11201"
"IMMEDIATE MOVE IN______LAUNDRY IN UNIT_____HUGE WALK IN CLOSET_____10","Dec 13"," (Fort Greene)","$2550","character(0)","https://newyork.craigslist.org/brk/nfb/d/brooklyn-immediate-move-inlaundry-in/6772202969.html","11201"
"WONT LAST____NEWLY CONSTRUCTED______FLOOR TO CEILING WINDOWS_____LOTS","Dec 13"," (Downtown)","$4458","
                    3br -
                ","https://newyork.craigslist.org/brk/nfb/d/brooklyn-wont-lastnewly/6772201265.html","11201"
"Prime Brooklyn Heights 1BR ▶ NoFee ▶ Elevator ▶Laundry!","Dec 13"," (Brooklyn Heights / DUMBO/ Downtown Brooklyn)","$3291","
                    1br -
                ","https://newyork.craigslist.org/brk/nfb/d/brooklyn-prime-brooklyn-heights-1br/6771977305.html","11201"
"****100% NO FEE!***LUX BUILDING***LARGE 1BR*** DOWNTOWN BK ***CONDO FINISHES****","Dec 12"," (Boerum Hill)","$2290","character(0)","https://newyork.craigslist.org/brk/nfb/d/brooklyn-100-no-feelux-buildinglarge/6770978667.html","11201"
"1BR Apt in Brooklyn Heights Columbia Street Heat& Hot Water incl dumbo","Dec 11"," (Brooklyn Heights)","$2075","
                    1br -
                ","https://newyork.craigslist.org/brk/fee/d/brooklyn-1br-apt-in-brooklyn-heights/6770589802.html","11201"
"~ 1 BEDROOM ~ BRAND NEW Luxury Building / / / DOWNTOWN BROOKLYN! \ \ \","Dec 11"," (Downtown Brooklyn)","$2679","
                    1br -
                ","https://newyork.craigslist.org/brk/nfb/d/brooklyn-1-bedroom-brand-new-luxury/6770474146.html","11201"
"Beatuiful Luxury Building NO FEES SHORT TERM RENTAL! W/D in UNIT!","Dec 11"," (Downtown Brooklyn)","$2775","
                    1br -
                ","https://newyork.craigslist.org/brk/fee/d/brooklyn-beatuiful-luxury-building-no/6770464239.html","11201"
"SHORT TERM RENTAL! W/D in unit! LUXURY!!! flex 2 bedroom!","Dec 11"," (Downtown Brooklyn)","$2775","
                    1br -
                ","https://newyork.craigslist.org/brk/fee/d/brooklyn-short-term-rental-d-in-unit/6770459438.html","11201"
"SHORT TERM OPTION TO RENEW 1 BEDROOM! LUXURY! LOW FEE! w/d in unit!","Dec 11"," (Downtown Brooklyn)","$2775","
                    1br -
                ","https://newyork.craigslist.org/brk/fee/d/brooklyn-short-term-option-to-renew-1/6770456606.html","11201"
"SHORT TERM OPTION TO RENEW 1 BEDROOM! LUXURY! LOW FEE! w/d in unit!","Dec 11"," (Downtown Brooklyn)","$2775","
                    1br -
                ","https://newyork.craigslist.org/brk/fee/d/brooklyn-short-term-option-to-renew-1/6770452794.html","11201"
"SHORT TERM OPTION TO RENEW 1 BEDROOM! LUXURY! LOW FEE! w/d in unit!","Dec 11"," (Downtown Brooklyn)","$2775","
                    1br -
                ","https://newyork.craigslist.org/brk/fee/d/brooklyn-short-term-option-to-renew-1/6770452118.html","11201"
"CORNER UNIT * FLOOR TO CEILING WINDOWS * W/D * FREE LUXURY AMENITIES","Dec 10"," (Fort Greene)","$4095","
                    2br -
                ","https://newyork.craigslist.org/brk/nfb/d/corner-unit-floor-to-ceiling-windows-d/6769709121.html","11201"
"BEAUTIFUL 1 bedroom  w/ Great Layout and Huge WIC In Full Service Luxu","Dec  9"," (Fort Greene)","$3250","
                    1br -
                ","https://newyork.craigslist.org/brk/nfb/d/brooklyn-beautiful-1-bedroom-great/6768924538.html","11201"
"IMMEDIATE MOVE IN______LAUNDRY IN UNIT_____HUGE WALK IN CLOSET_____10","Dec  9"," (Fort Greene)","$2550","character(0)","https://newyork.craigslist.org/brk/nfb/d/brooklyn-immediate-move-inlaundry-in/6768909966.html","11201"
