no_overall,no_inseason,no_season,viewers,air_date,pitch_title,pitch_description,deal,sharks,category_1,category_2,business_category_1,business_category_2,business_category_3,category_3
130,8,7,6.1,11/13/15, Grip Clean,a natural hand soap that uses dirt to remove heavy grease ,YES,"Mark, Daymond, Kevin, Lori, Robert",Home,Games,Textiles_and_Nonwovens,Agriculture_and_Forestry,Retail_Trade,Arts
130,8,7,6.1,11/13/15, PolarPro, a line of accessories and filters for digital photography and drones ,YES,"Mark, Daymond, Kevin, Lori, Robert",Arts,Computers,Arts_and_Entertainment,Healthcare,Telecommunications,Society
131,9,7,6.9,11/20/15,Advanced Sports Technology,a league and licensing group for bubble soccer ,NO,"Mark, Daymond, Kevin, Lori, Robert",Sports,Computers,Telecommunications,Investing,Opportunities,Business
131,9,7,6.9,11/20/15, Brazi Bites,a gluten-free Brazilian cheese bread ,YES,"Mark, Daymond, Kevin, Lori, Robert",Health,Home,Food_and_Related_Products,Hospitality,Arts_and_Entertainment,Recreation
131,9,7,6.9,11/20/15, Umano,clothing featuring art by children with proceeds providing backpacks of school supplies ,YES,"Mark, Daymond, Kevin, Lori, Robert",Arts,Home,Publishing_and_Printing,Investing,Retail_Trade,Health
131,9,7,6.9,11/20/15, Socktabs,a connector to keep socks together to prevent loss during washing and drying ,YES,"Mark, Daymond, Kevin, Lori, Robert",Home,Health,Electronics_and_Electrical,Cooperatives,Textiles_and_Nonwovens,Computers
132,10,7,6.1,12/4/15,Leaux Racing Trikes,a recumbent tricycle modified for speed and maneuverability ,NO,"Mark, Barbara, Kevin, Lori, Robert",Sports,Games,Consumer_Goods_and_Services,Business_Services,Mining_and_Drilling,Science
132,10,7,6.1,12/4/15, Glow Recipe,a line of skin treatment products with Korean influences ,YES,"Mark, Barbara, Kevin, Lori, Robert",Health,Business,Textiles_and_Nonwovens,Healthcare,Environment,Home
132,10,7,6.1,12/4/15, Sarah Oliver Handbags,designer handbags hand-knitted by senior citizens ,YES,"Mark, Barbara, Kevin, Lori, Robert",Business,Society,Textiles_and_Nonwovens,Consumer_Goods_and_Services,Marketing_and_Advertising,Arts
132,10,7,6.1,12/4/15, Trunkster,a high-tech travel suitcase ,YES,"Mark, Barbara, Kevin, Lori, Robert",Recreation,Computers,Hospitality,Automotive,Information_Technology,Games
133,11,7,6,12/11/15,GeekMyTree,Christmas tree lights with smart technology for indoor light displays ,YES,"Mark, Barbara, Kevin, Lori, Robert",Home,Computers,Agriculture_and_Forestry,Business_Services,Arts_and_Entertainment,Sports
133,11,7,6,12/11/15, Beard Head,novelty hats and beanies with detachable face masks that resemble beards ,NO,"Mark, Barbara, Kevin, Lori, Robert",Arts,Recreation,Consumer_Goods_and_Services,Construction_and_Maintenance,Information_Technology,Computers
133,11,7,6,12/11/15, Lovepop,stationery and greeting cards with 3D pop-up art ,YES,"Mark, Barbara, Kevin, Lori, Robert",Arts,Computers,Consumer_Goods_and_Services,Publishing_and_Printing,Business_Services,Games
133,11,7,6,12/11/15, PiperWai,a natural deodorant without chemicals ,YES,"Mark, Barbara, Kevin, Lori, Robert",Science,Home,Textiles_and_Nonwovens,Food_and_Related_Products,Healthcare,Business
134,12,7,4.3,1/5/16,ABS Protein Pancakes,"a low-calorie, gluten-free, low-carb, high-protein line of pancake mixes ",YES,"Mark, Daymond, Kevin, Lori, Robert",Health,Home,Food_and_Related_Products,Arts_and_Entertainment,Hospitality,Recreation
134,12,7,4.3,1/5/16, Extreme Sandbox,a service that allows clients to play with heavy-duty construction equipment ,YES,"Mark, Daymond, Kevin, Lori, Robert",Business,Computers,Construction_and_Maintenance,Agriculture_and_Forestry,Marketing_and_Advertising,Games
134,12,7,4.3,1/5/16, Total Tie Keep,"a necktie accessory that maintains a neat, professional appearance ",NO,"Mark, Daymond, Kevin, Lori, Robert",Arts,Business,Consumer_Goods_and_Services,Information_Technology,Marketing_and_Advertising,Home
134,12,7,4.3,1/5/16, FireAvert,a device which shuts off power to a stove in case of a fire alarm ,YES,"Mark, Daymond, Kevin, Lori, Robert",Computers,Health,Construction_and_Maintenance,Business_Services,Healthcare,Home
135,13,7,5.7,1/8/16,Sprëtz,a deodorizer for both breath and hands ,NO,"Mark, Barbara, Kevin, Lori, Robert",Home,Games,Investing,Healthcare,Opportunities,Arts
135,13,7,5.7,1/8/16,", Hungry Harvest",a service delivering less-appealing surplus produce at lower costs ,YES,"Mark, Barbara, Kevin, Lori, Robert",Business,Computers,Environment,Hospitality,Telecommunications,Science
135,13,7,5.7,1/8/16, Controlled Chaos,hair care products for very curly hair ,YES,"Mark, Barbara, Kevin, Lori, Robert",Health,Arts,Publishing_and_Printing,Consumer_Goods_and_Services,Opportunities,Business
135,13,7,5.7,1/8/16, Ezpz,an all-in-one placemat and plate with suction cups designed for use by toddlers ,NO,"Mark, Barbara, Kevin, Lori, Robert",Games,Home,Healthcare,Materials,Marketing_and_Advertising,Health
136,14,7,5.6,1/15/16,Fixed,a smartphone app that helps overturn invalid parking and traffic violation tickets ,YES,"Mark, Chris Sacca, Kevin, Lori, Robert",Computers,Business,Telecommunications,Investing,Transportation_and_Logistics,Sports
136,14,7,5.6,1/15/16, Hatch Baby,a smart changing pad that syncs information on the infant to a smartphone ,YES,"Mark, Chris Sacca, Kevin, Lori, Robert",Computers,Health,Telecommunications,Publishing_and_Printing,Consumer_Goods_and_Services,Business
136,14,7,5.6,1/15/16, Village Scholarships,a crowdfunding approach to college scholarships ,NO,"Mark, Chris Sacca, Kevin, Lori, Robert",Sports,Science,Accounting,Mining_and_Drilling,Publishing_and_Printing,Business
136,14,7,5.6,1/15/16, Beard King,a bib used while shaving to catch cut facial hairs ,YES,"Mark, Chris Sacca, Kevin, Lori, Robert",Health,Recreation,Arts_and_Entertainment,Healthcare,Information_Technology,Home
137,15,7,6.8,1/29/16,Shefit,an adjustable sports bra ,YES,"Mark, Daymond, Kevin, Lori, Robert  ",Sports,Health,Consumer_Goods_and_Services,Automotive,Marketing_and_Advertising,Recreation
137,15,7,6.8,1/29/16, CO.ALITION,a backpack with an integrated wireless hard drive that can charge mobile devices ,NO,"Mark, Daymond, Kevin, Lori, Robert  ",Computers,Business,Telecommunications,Information_Technology,Publishing_and_Printing,Recreation
137,15,7,6.8,1/29/16, IcyBreeze,a portable air conditioner built into a cooler ,NO,"Mark, Daymond, Kevin, Lori, Robert  ",Science,Home,Construction_and_Maintenance,Energy,Food_and_Related_Products,Recreation
137,15,7,6.8,1/29/16, 2400 Expert,"a test prep resource for mastering the SAT test, created by a student who earned a perfect score ",YES,"Mark, Daymond, Kevin, Lori, Robert  ",Sports,Games,Arts_and_Entertainment,Publishing_and_Printing,Marketing_and_Advertising,Computers
138,16,7,6.1,2/5/16,R. Riveter,handbags made from upcycled military materials and manufactured by military spouses ,YES,"Mark, Daymond, Kevin, Lori, Robert",Recreation,Society,Consumer_Goods_and_Services,Aerospace_and_Defense,Materials,Home
138,16,7,6.1,2/5/16, BearTek,gloves that are capable of remotely controlling smartphones and similar devices through different finger gestures ,NO,"Mark, Daymond, Kevin, Lori, Robert",Computers,Games,Telecommunications,Information_Technology,Business_Services,Business
138,16,7,6.1,2/5/16, Major Mom,a service to professionally organize cluttered rooms ,NO,"Mark, Daymond, Kevin, Lori, Robert",Home,Business,Construction_and_Maintenance,Business_Services,Consumer_Goods_and_Services,Games
138,16,7,6.1,2/5/16, Combat Flip Flops,"a line of flip-flops, belts, and other accessories manufactured in war torn and volatile territories ",YES,"Mark, Daymond, Kevin, Lori, Robert",Games,Society,Publishing_and_Printing,Telecommunications,Energy,Recreation
139,17,7,6.7,2/12/16,SmartPlate,a plate with technology that analyzes meals and calculates their nutritional value ,NO,"Mark, Daymond, Kevin, Barbara, Chris Sacca",Health,Science,Hospitality,Information_Technology,Food_and_Related_Products,Computers
139,17,7,6.7,2/12/16, Bee Free Honee,an apple-based vegan alternative to honey ,YES,"Mark, Daymond, Kevin, Barbara, Chris Sacca",Society,Health,Cooperatives,Food_and_Related_Products,Information_Technology,Home
139,17,7,6.7,2/12/16, Float Baby,a flotation and massage facility for babies ,NO,"Mark, Daymond, Kevin, Barbara, Chris Sacca",Health,Science,Healthcare,Arts_and_Entertainment,Construction_and_Maintenance,Business
139,17,7,6.7,2/12/16, MTailor,an app that takes body measurements and uses them to design custom clothing ,NO,"Mark, Daymond, Kevin, Barbara, Chris Sacca",Computers,Science,Information_Technology,Marketing_and_Advertising,Telecommunications,Business
140,18,7,6.2,2/19/16,Sworkit,a personalized customizeable workout app ,YES,"Mark, Barbara, Kevin, Lori, Robert",Computers,Sports,Marketing_and_Advertising,Telecommunications,Arts_and_Entertainment,Health
140,18,7,6.2,2/19/16, Clean Sleep,a service to clean mattresses and associated bedding ,NO,"Mark, Barbara, Kevin, Lori, Robert",Home,Health,Textiles_and_Nonwovens,Arts_and_Entertainment,Consumer_Goods_and_Services,Business
140,18,7,6.2,2/19/16, TUTUblue,a line of full-body swimsuits to prevent sun damage ,NO,"Mark, Barbara, Kevin, Lori, Robert",Home,Health,Arts_and_Entertainment,Environment,Retail_Trade,Computers
140,18,7,6.2,2/19/16, Nohbo,concentrated balls of shampoo and conditioner designed to reduce waste from plastic bottles ,YES,"Mark, Barbara, Kevin, Lori, Robert",Health,Home,Consumer_Goods_and_Services,Environment,Industrial_Goods_and_Services,Recreation
141,19,7,4,2/21/16,Insta-Fire,a fire starter product with less chemicals ,YES,"Mark, Daymond, Kevin, Lori, Robert",Health,Business,Textiles_and_Nonwovens,Marketing_and_Advertising,Biotechnology_and_Pharmaceuticals,Home
141,19,7,4,2/21/16, Custard Stand Food Products,hot dog chili ,NO,"Mark, Daymond, Kevin, Lori, Robert",Home,Recreation,Hospitality,Food_and_Related_Products,Consumer_Goods_and_Services,Health
141,19,7,4,2/21/16, PRx Performance,weightlifting and gym equipment for use in small spaces ,YES,"Mark, Daymond, Kevin, Lori, Robert",Sports,Health,Construction_and_Maintenance,Opportunities,Mining_and_Drilling,Home
141,19,7,4,2/21/16, Rags to Raches,a line of one-piece rompers for children ,YES,"Mark, Daymond, Kevin, Lori, Robert",Recreation,Computers,Arts_and_Entertainment,Publishing_and_Printing,Telecommunications,Society
142,20,7,5.4,2/26/16,BetterBack,a back supporter which improves posture to relieve back pain ,YES,"Mark, Barbara, Kevin, Lori, Robert",Health,Arts,Healthcare,Investing,Information_Technology,Sports
142,20,7,5.4,2/26/16, 'Glacé Cryotherapy,a franchise featuring a whole-body cryotherapy device ,YES,"Mark, Barbara, Kevin, Lori, Robert",Health,Sports,Opportunities,Telecommunications,Healthcare,Computers
142,20,7,5.4,2/26/16, Linka,a bicycle lock and alarm with smart technology ,NO,"Mark, Barbara, Kevin, Lori, Robert",Sports,Computers,Business_Services,Consumer_Goods_and_Services,Environment,Business
142,20,7,5.4,2/26/16, Teaspressa,concentrated tea shots made like espresso ,NO,"Mark, Barbara, Kevin, Lori, Robert",Home,Recreation,Food_and_Related_Products,Arts_and_Entertainment,Retail_Trade,Arts
143,21,7,5.7,3/11/16,MobCraft Beer,a craft brewery that uses crowdsourcing to create their line of beers ,NO,"Mark, Daymond, Kevin, Lori, Robert",Recreation,Computers,Retail_Trade,Marketing_and_Advertising,Consumer_Goods_and_Services,Arts
143,21,7,5.7,3/11/16, Beloved Shirts,a line of humorous print clothing ,NO,"Mark, Daymond, Kevin, Lori, Robert",Arts,Business,Business_Services,Marketing_and_Advertising,Consumer_Goods_and_Services,Computers
143,21,7,5.7,3/11/16, IllumiBowl,a toilet seat light for nighttime bathroom use ,YES,"Mark, Daymond, Kevin, Lori, Robert",Health,Recreation,Construction_and_Maintenance,Business_Services,Consumer_Goods_and_Services,Home
143,21,7,5.7,3/11/16, Innovation Pet,"a line of pet toys, houses, and accessories ",YES,"Mark, Daymond, Kevin, Lori, Robert",Recreation,Health,Consumer_Goods_and_Services,Transportation_and_Logistics,Healthcare,Business
144,22,7,6.1,3/18/16,Beer Blizzard,a reusable device that attaches to the domed underside of canned beverages to keep the contents cold longer ,YES,"Mark, Daymond, Kevin, Lori, Robert",Computers,Home,Food_and_Related_Products,Aerospace_and_Defense,Information_Technology,Recreation
144,22,7,6.1,3/18/16, Vengo,a slim digital vending machine for small items ,YES,"Mark, Daymond, Kevin, Lori, Robert",Business,Computers,Opportunities,Food_and_Related_Products,Business_Services,Home
144,22,7,6.1,3/18/16, The Good Promise,a line of fruit and vegetable smoothies and sauces ,NO,"Mark, Daymond, Kevin, Lori, Robert",Home,Recreation,Food_and_Related_Products,Agriculture_and_Forestry,Cooperatives,Health
144,22,7,6.1,3/18/16, Wondercide,a natural and organic pesticide ,YES,"Mark, Daymond, Kevin, Lori, Robert",Science,Home,Textiles_and_Nonwovens,Food_and_Related_Products,Healthcare,Health
145,23,7,5.4,4/8/16,PrideBites Pet Products,customizable accessories for pets ,YES,"Mark, Daymond, Kevin, Lori, Robert",Computers,Recreation,Hospitality,Consumer_Goods_and_Services,Information_Technology,Home
145,23,7,5.4,4/8/16, TROBO,an interactive story-telling plush robot with updatable content ,YES,"Mark, Daymond, Kevin, Lori, Robert",Computers,Society,Arts_and_Entertainment,Marketing_and_Advertising,Publishing_and_Printing,Games
145,23,7,5.4,4/8/16, NoPhone,a fake phone for people with cell phone addiction ,NO,"Mark, Daymond, Kevin, Lori, Robert",Health,Computers,Telecommunications,Marketing_and_Advertising,Healthcare,Business
145,23,7,5.4,4/8/16, Coolbox,a toolbox with innovative features and integrated technology ,YES,"Mark, Daymond, Kevin, Lori, Robert",Computers,Business,Information_Technology,Retail_Trade,Marketing_and_Advertising,Science
146,24,7,5.6,4/15/16,Petnostics,a chemical testing kit designed to test pet's urine for health issues ,YES,"Mark, Ashton Kutcher, Kevin, Lori, Robert",Health,Science,Telecommunications,Biotechnology_and_Pharmaceuticals,Healthcare,Recreation
146,24,7,5.6,4/15/16, Frends,a designer brand of headphones with changeable styles ,NO,"Mark, Ashton Kutcher, Kevin, Lori, Robert",Arts,Recreation,Consumer_Goods_and_Services,Environment,Marketing_and_Advertising,Computers
146,24,7,5.6,4/15/16, popSLATE,a smartphone case that adds a rear second screen with quick access to frequently desired information ,NO,"Mark, Ashton Kutcher, Kevin, Lori, Robert",Computers,Games,Telecommunications,Marketing_and_Advertising,Retail_Trade,Business
146,24,7,5.6,4/15/16, Slyde Handboards,a small waveriding board that straps to the user's hand ,YES,"Mark, Ashton Kutcher, Kevin, Lori, Robert",Computers,Games,Marketing_and_Advertising,Consumer_Goods_and_Services,Publishing_and_Printing,Business
147,25,7,5.4,4/22/16,The Drip Drop,an edible ring designed to catch drips from an ice cream cone ,YES,"Mark, Barbara, Kevin, Lori, Robert",Home,Recreation,Food_and_Related_Products,Hospitality,Arts_and_Entertainment,Science
147,25,7,5.4,4/22/16, Jarrett & Raja Productions,a magic and music act for the Las Vegas strip ,NO,"Mark, Barbara, Kevin, Lori, Robert",Arts,Games,Arts_and_Entertainment,Retail_Trade,Telecommunications,Society
147,25,7,5.4,4/22/16, KidRunner,a stroller designed to be towed while jogging ,NO,"Mark, Barbara, Kevin, Lori, Robert",Sports,Science,Consumer_Goods_and_Services,Investing,Retail_Trade,Computers
147,25,7,5.4,4/22/16, InchBug,products for young children including personalized labels for bottles and a juice box holder that prevents squeezing ,NO,"Mark, Barbara, Kevin, Lori, Robert",Home,Health,Food_and_Related_Products,Business_Services,Marketing_and_Advertising,Business
148,26,7,5.7,4/29/16,FashionTap,a social networking app to help sell fashion and beauty products ,NO,"Mark, Daymond, Kevin, Barbara, Chris Sacca",Computers,Business,Marketing_and_Advertising,Telecommunications,Information_Technology,Health
148,26,7,5.7,4/29/16, brellaBox,an umbrella rental service ,NO,"Mark, Daymond, Kevin, Barbara, Chris Sacca",Business,Home,Consumer_Goods_and_Services,Telecommunications,Automotive,Recreation
148,26,7,5.7,4/29/16, My Fruity Faces,edible stickers for fruits and vegetables to encourage children to eat them ,NO,"Mark, Daymond, Kevin, Barbara, Chris Sacca",Home,Health,Food_and_Related_Products,Hospitality,Marketing_and_Advertising,Recreation
148,26,7,5.7,4/29/16, Brightwheel,an app geared toward early education of toddlers that gives parents better information on their education ,YES,"Mark, Daymond, Kevin, Barbara, Chris Sacca",Health,Home,Investing,Information_Technology,Telecommunications,Computers
149,27,7,5.4,5/6/16,Dollop Gourmet,"a non-GMO, vegan, and gluten-free frosting ",YES,"Mark, Barbara, Kevin, Lori, Robert",Health,Home,Mining_and_Drilling,Information_Technology,Marketing_and_Advertising,Recreation
149,27,7,5.4,5/6/16, CreaProducts,a hair cutting guide and associated beauty products ,YES,"Mark, Barbara, Kevin, Lori, Robert",Health,Business,Consumer_Goods_and_Services,Construction_and_Maintenance,Arts_and_Entertainment,Home
149,27,7,5.4,5/6/16, Yourself Expression,an interchangeable accessories company ,NO,"Mark, Barbara, Kevin, Lori, Robert",Business,Arts,Arts_and_Entertainment,Information_Technology,Consumer_Goods_and_Services,Recreation
149,27,7,5.4,5/6/16, The Spooner,"a training device that simulates surfing, skateboarding, and snowboarding ",YES,"Mark, Barbara, Kevin, Lori, Robert",Sports,Computers,Consumer_Goods_and_Services,Telecommunications,Healthcare,Games
150,28,7,5.3,5/13/16,Camp No Counselors,a sleep away camp for adults ,NO,"Mark, Daymond, Kevin, Lori, Robert",Health,Recreation,Arts_and_Entertainment,Opportunities,Automotive,Home
150,28,7,5.3,5/13/16, Extreme Vehicle Protection,a plastic cover to protect your car from extreme weather ,YES,"Mark, Daymond, Kevin, Lori, Robert",Recreation,Home,Transportation_and_Logistics,Construction_and_Maintenance,Opportunities,Health
150,28,7,5.3,5/13/16, Gladiator Lacrosse,practice equipment for lacrosse ,NO,"Mark, Daymond, Kevin, Lori, Robert",Sports,Business,Automotive,Healthcare,Agriculture_and_Forestry,Recreation
150,28,7,5.3,5/13/16, VPcabs,a digital pinball machine ,YES,"Mark, Daymond, Kevin, Lori, Robert",Games,Computers,Industrial_Goods_and_Services,Publishing_and_Printing,Arts_and_Entertainment,Arts
151,29,7,5.4,5/20/16,Pete and Pedro,a line of men's hair styling products ,YES,"Mark, Barbara, Kevin, Lori, Robert",Sports,Arts,Consumer_Goods_and_Services,Textiles_and_Nonwovens,Opportunities,Health
151,29,7,5.4,5/20/16, PMS Bites,bite-sized snacks to aid women having premenstrual issues ,NO,"Mark, Barbara, Kevin, Lori, Robert",Health,Home,Food_and_Related_Products,Retail_Trade,Cooperatives,Recreation
151,29,7,5.4,5/20/16, Felt,an app that lets a user hand-write a message onto a greeting card and have it mailed for them ,YES,"Mark, Barbara, Kevin, Lori, Robert",Computers,Games,Information_Technology,Marketing_and_Advertising,Telecommunications,Home
151,29,7,5.4,5/20/16, Pavlok,a device that uses small electrical shocks to break bad habits ,NO,"Mark, Barbara, Kevin, Lori, Robert",Computers,Games,Agriculture_and_Forestry,Information_Technology,Investing,Recreation
152,1,8,4.9,9/23/16,Fizzics,a device to enhance the head and the flavor of bottled or canned beers ,YES,"Mark, Daymond, Barbara, Kevin, Lori, Robert",Recreation,Health,Food_and_Related_Products,Healthcare,Marketing_and_Advertising,Home
152,1,8,4.9,9/23/16, Spoonful of Comfort,a delivery service of soup and sides for sick people ,NO,"Mark, Daymond, Barbara, Kevin, Lori, Robert",Home,Business,Food_and_Related_Products,Opportunities,Retail_Trade,Health
152,1,8,4.9,9/23/16, ISlide,fully customizable slide sandals ,NO,"Mark, Daymond, Barbara, Kevin, Lori, Robert",Computers,Recreation,Information_Technology,Consumer_Goods_and_Services,Hospitality,Games
152,1,8,4.9,9/23/16, ReThink,content-filtering software that delays sending potentially cyberbullying messages so the user can reconsider ,YES,"Mark, Daymond, Barbara, Kevin, Lori, Robert",Computers,Society,Telecommunications,Information_Technology,Marketing_and_Advertising,Business
153,2,8,5,9/30/16,The Lapel Project,stick-on false lapels for jackets ,YES,"Mark, Daymond, Kevin, Lori, Robert",Society,Arts,Textiles_and_Nonwovens,Environment,Telecommunications,Sports
153,2,8,5,9/30/16, GoodHangups,a magnetic device for hanging decorations on walls ,YES,"Mark, Daymond, Kevin, Lori, Robert",Home,Science,Construction_and_Maintenance,Retail_Trade,Consumer_Goods_and_Services,Computers
153,2,8,5,9/30/16, Ice Age Meals,a delivery service of pre-made meals for the paleo diet ,NO,"Mark, Daymond, Kevin, Lori, Robert",Health,Recreation,Hospitality,Food_and_Related_Products,Telecommunications,Home
153,2,8,5,9/30/16, TactiBite Fish Call,a floating lure that creates sounds to attract fish ,YES,"Mark, Daymond, Kevin, Lori, Robert",Recreation,Computers,Consumer_Goods_and_Services,Arts_and_Entertainment,Marketing_and_Advertising,Science
154,3,8,4.8,10/7/16,Raising Wild,fashionable bathing suits for more mature women ,YES,"Mark, Barbara, Kevin, Lori, Robert",Health,Arts,Healthcare,Textiles_and_Nonwovens,Information_Technology,Society
154,3,8,4.8,10/7/16, The Cookie Kahuna,Wally Amos from the Famous Amos cookie brand pitches a new line of cookies ,NO,"Mark, Barbara, Kevin, Lori, Robert",Sports,Arts,Food_and_Related_Products,Marketing_and_Advertising,Agriculture_and_Forestry,Recreation
154,3,8,4.8,10/7/16, TekDry,a machine to dry out water-damaged electronic devices ,YES,"Mark, Barbara, Kevin, Lori, Robert",Health,Computers,Electronics_and_Electrical,Industrial_Goods_and_Services,Food_and_Related_Products,Home
154,3,8,4.8,10/7/16, Night Runner 270,lights for shoes to be used by runners at night ,YES,"Mark, Barbara, Kevin, Lori, Robert",Sports,Arts,Consumer_Goods_and_Services,Agriculture_and_Forestry,Arts_and_Entertainment,Recreation
155,4,8,5.1,10/14/16,Solemates,a cap for high-heeled shoes to prevent them from sinking into grass ,YES,"Mark, Daymond, Kevin, Lori, Robert",Arts,Home,Mining_and_Drilling,Agriculture_and_Forestry,Environment,Sports
155,4,8,5.1,10/14/16, Atlantic Candy Company,a hollow chocolate candy with a toy inside that is legal to sell in the United States ,NO,"Mark, Daymond, Kevin, Lori, Robert",Home,Recreation,Food_and_Related_Products,Agriculture_and_Forestry,Marketing_and_Advertising,Society
155,4,8,5.1,10/14/16, Biem,a device that converts a stick of butter into a butter spray ,YES,"Mark, Daymond, Kevin, Lori, Robert",Home,Computers,Food_and_Related_Products,Investing,Telecommunications,Health
155,4,8,5.1,10/14/16, Angels and Tomboys,scented body sprays and lotions marketed to tween girls ,YES,"Mark, Daymond, Kevin, Lori, Robert",Health,Home,Healthcare,Materials,Arts_and_Entertainment,Arts
156,5,8,5.4,10/21/16,SandiLake Clothing,a clothing line for children ,NO,"Mark, Barbara, Kevin, Lori, Robert",Home,Health,Consumer_Goods_and_Services,Textiles_and_Nonwovens,Retail_Trade,Society
156,5,8,5.4,10/21/16, Parker's Maple,"a line of maple syrup, maple butter, and other associated products ",NO,"Mark, Barbara, Kevin, Lori, Robert",Sports,Business,Food_and_Related_Products,Construction_and_Maintenance,Consumer_Goods_and_Services,Home
156,5,8,5.4,10/21/16, SafeGrabs,silicone mats for multi-purpose kitchen use ,YES,"Mark, Barbara, Kevin, Lori, Robert",Home,Computers,Construction_and_Maintenance,Automotive,Consumer_Goods_and_Services,Sports
156,5,8,5.4,10/21/16, SiliDog,pet identification tags made out of silicone ,YES,"Mark, Barbara, Kevin, Lori, Robert",Computers,Recreation,Consumer_Goods_and_Services,Marketing_and_Advertising,Retail_Trade,Health
157,6,8,4.4,10/28/16,Joyce's Lulu Bang,a line of gourmet marmalade and sauces ,NO,"Mark, Daymond, Kevin, Lori, Robert",Home,Recreation,Food_and_Related_Products,Marketing_and_Advertising,Hospitality,Arts
157,6,8,4.4,10/28/16, unPack,a service for travelers that delivers pre-packed clothing to hotels ,NO,"Mark, Daymond, Kevin, Lori, Robert",Recreation,Business,Hospitality,Retail_Trade,Cooperatives,Home
157,6,8,4.4,10/28/16, Sunscreenr,a device to view the effectiveness of sunscreen ,YES,"Mark, Daymond, Kevin, Lori, Robert",Health,Computers,Healthcare,Information_Technology,Marketing_and_Advertising,Home
157,6,8,4.4,10/28/16, Potato Parcel,a gag gift delivery service of a message written on a potato ,YES,"Mark, Daymond, Kevin, Lori, Robert",Home,Computers,Arts_and_Entertainment,Hospitality,Retail_Trade,Business
158,7,8,5.2,11/4/16,Eco Flower,artificial flowers made from recycled materials ,YES,"Mark, Daymond, Barbara, Kevin, Lori, Robert",Science,Home,Textiles_and_Nonwovens,Agriculture_and_Forestry,Consumer_Goods_and_Services,Computers
158,7,8,5.2,11/4/16, The Style Club,women's fashions marketed through videos and social media ,YES,"Mark, Daymond, Barbara, Kevin, Lori, Robert",Sports,Arts,Marketing_and_Advertising,Arts_and_Entertainment,Textiles_and_Nonwovens,Computers
158,7,8,5.2,11/4/16, Safe Catch,a machine that can test the mercury content in tuna ,NO,"Mark, Daymond, Barbara, Kevin, Lori, Robert",Computers,Science,Food_and_Related_Products,Information_Technology,Industrial_Goods_and_Services,Home
158,7,8,5.2,11/4/16, #besomebody,an app to facilitate experiential learning by booking live experiences with mentors and experts in various activities ,NO,"Mark, Daymond, Barbara, Kevin, Lori, Robert",Business,Computers,Business_Services,Information_Technology,Telecommunications,Health
159,8,8,5.4,11/11/16,Milk Snob,a soft baby stroller and car seat cover that doubles as a nursing cover ,YES,"Mark, Barbara, Kevin, Lori, Chris Sacca",Home,Health,Healthcare,Consumer_Goods_and_Services,Transportation_and_Logistics,Sports
159,8,8,5.4,11/11/16, Jack's Stands & Marketplaces,a service that provides stands and training for young entrepreneurs to sell their products ,YES,"Mark, Barbara, Kevin, Lori, Chris Sacca",Business,Computers,Investing,Retail_Trade,Telecommunications,Health
159,8,8,5.4,11/11/16, Chi'lantro,a Korean BBQ food truck and restaurant ,YES,"Mark, Barbara, Kevin, Lori, Chris Sacca",Recreation,Home,Hospitality,Transportation_and_Logistics,Opportunities,Business
159,8,8,5.4,11/11/16, Toor,a lockbox connected to an app that allows a real estate buyer quicker access to the property ,YES,"Mark, Barbara, Kevin, Lori, Chris Sacca",Business,Computers,Real_Estate,Information_Technology,Telecommunications,Home
160,9,8,5.1,11/18/16,PupBox,a subscription box service for puppy owners ,YES,"Mark, Daymond, Kevin, Lori, Robert",Recreation,Business,Business_Services,Opportunities,Agriculture_and_Forestry,Computers
160,9,8,5.1,11/18/16, Barbell Apparel,men's clothing tailored for active wear ,NO,"Mark, Daymond, Kevin, Lori, Robert",Sports,Business,Textiles_and_Nonwovens,Consumer_Goods_and_Services,Opportunities,Home
160,9,8,5.1,11/18/16, ENERGYbits,algae tablets to increase energy and focus ,NO,"Mark, Daymond, Kevin, Lori, Robert",Science,Business,Energy,Healthcare,Agriculture_and_Forestry,Health
160,9,8,5.1,11/18/16, Line Cutterz,a finger ring with a cutter for fishing line ,YES,"Mark, Daymond, Kevin, Lori, Robert",Recreation,Computers,Industrial_Goods_and_Services,Consumer_Goods_and_Services,Telecommunications,Games
161,10,8,5.2,12/2/16,Inboard Technology,an electric skateboard company ,YES,"Mark, Robert, Kevin, Lori, Chris Sacca",Sports,Business,Consumer_Goods_and_Services,Energy,Electronics_and_Electrical,Science
161,10,8,5.2,12/2/16, PetPlate,a delivery service of freshly cooked pet food ,NO,"Mark, Robert, Kevin, Lori, Chris Sacca",Home,Recreation,Marketing_and_Advertising,Food_and_Related_Products,Business_Services,Health
161,10,8,5.2,12/2/16, Nootrobox,chewable coffee cubes ,NO,"Mark, Robert, Kevin, Lori, Chris Sacca",Health,Games,Food_and_Related_Products,Consumer_Goods_and_Services,Hospitality,Home
161,10,8,5.2,12/2/16, Nomiku,a home version of a sous-vide cooker ,YES,"Mark, Robert, Kevin, Lori, Chris Sacca",Recreation,Home,Hospitality,Consumer_Goods_and_Services,Automotive,Computers
162,11,8,4.9,12/9/16,Sealed by Santa,a service to send letters and packages to kids from Santa Claus ,YES,"Mark, Barbara, Kevin, Lori, Robert",Computers,Society,Arts_and_Entertainment,Business_Services,Agriculture_and_Forestry,Recreation
